Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
12004,2012,10/01/2012,Watertown,348 OAK DR,201100.0,301000.0,0.668106312,Single Family,Single Family,25,ESTATE,INDUSTRIAL LAND,POINT (-73.29558 41.26139)
160903,2016,09/01/2017,East Hampton,15 COLCHESTER AVE,124720.0,175000.0,0.712685714,Single Family,Single Family,25,ESTATE,INDUSTRIAL LAND,POINT (-73.29558 41.26139)
40974,2004,08/30/2005,Torrington,PERKINS ST,34000.0,32120.0,1.058530511,Single Family,Single Family,17,ESTATE,INDUSTRIAL LAND,POINT (-73.29558 41.26139)
12312,2012,08/27/2013,Madison,18 THAMES WAY,379100.0,510000.0,0.743333333,Single Family,Single Family,17,ESTATE,INDUSTRIAL LAND,POINT (-73.29558 41.26139)
140016,2014,10/17/2014,New London,15 SHERMAN ST,113750.0,159000.0,0.715408805,Single Family,Single Family,17,ESTATE,INDUSTRIAL LAND,POINT (-73.29558 41.26139)
211200,2021,09/28/2022,Southington,273-8B QUEEN ST,62940.0,140000.0,0.449571429,Residential,Condo,01 - Family,FAMILY SALE,INDUSTRIAL LAND,POINT (-72.873644956 41.616766283)
40140,2004,01/04/2005,Wethersfield,160 COPPERMILL RD,174300.0,265000.0,0.657735849,Residential,Condo,01 - Family,FAMILY SALE,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
20673,2020,07/27/2021,Ridgefield,16 STONECREST ROAD,575710.0,1050000.0,0.5482,Residential,Single Family,01 - Family,FAMILY SALE,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
32895,2003,09/10/2004,Stamford,340 WEBBS HL RD,300090.0,755000.0,0.397470199,Residential,Single Family,01 - Family,FAMILY SALE,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
40122,2004,12/30/2004,Trumbull,12215 ARGANESE PL,165900.0,299900.0,0.553184395,Residential,Single Family,7,FAMILY SALE,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
12112,2012,05/01/2013,Colchester,150 NEW LONDON RD,230700.0,1004040.0,0.229771722,Residential,Single Family,7,VACANT LAND,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
159218,2015,06/23/2016,Brookfield,1 COMSTOCK TRAIL,156610.0,215000.0,0.728418605,Condo,Condo,7,SOLD WITH GARAGE,INDUSTRIAL LAND,POINT (-72.67524 41.67914)
2020063,2020,11/19/2020,Berlin,200 NORTON ROAD,210800.0,352000.0,0.5988,Residential,Single Family,7,SOLD WITH GARAGE,INDUSTRIAL LAND,POINT (-72.78661 41.61195)
220367,2022,05/17/2023,Shelton,1203 RENAISSANCE,293370.0,609000.0,0.4817,Residential,Condo,7,28 211203,INDUSTRIAL LAND,POINT (-73.092968 41.316843)
1600058,2016,11/14/2016,Guilford,41 JOAN DR,172210.0,233000.0,0.739098712,Single Family,Single Family,7,28 211203,INDUSTRIAL LAND,POINT (-73.092968 41.316843)
100514,2010,06/23/2011,Danbury,185 CLAPBOARD RIDGE RD,265200.0,250000.0,1.0608,Single Family,Single Family,7,E07094,INDUSTRIAL LAND,POINT (-73.49367 41.43304)
51102,2005,08/21/2006,Milford,763 MILFORD PT RD,98350.0,354000.0,0.277824859,Single Family,Single Family,7,E07094,INDUSTRIAL LAND,POINT (-73.49367 41.43304)
170014,2017,10/02/2017,Bridgeport,"1610 FAIRFIELD AVE G6, G7, G10",362200.0,593000.0,0.61079258,Condo,Condo,25 - Other,MULTI-PARCEL SALE 11 UNITS,INDUSTRIAL LAND,POINT (-73.49367 41.43304)
180232,2018,04/24/2019,Newington,40 ATWOOD ST,108270.0,132500.0,0.8171,Single Family,Single Family,25 - Other,MULTI-PARCEL SALE 11 UNITS,INDUSTRIAL LAND,POINT (-72.72318 41.70357)
30038,2003,10/17/2003,Newington,32 PEBBLE DR,80220.0,169000.0,0.474674556,Single Family,Single Family,25 - Other,MULTI-PARCEL SALE 11 UNITS,INDUSTRIAL LAND,POINT (-72.72318 41.70357)
50349,2005,11/15/2005,Waterbury,65 CABLES AVE UT 4,84910.0,175000.0,0.4852,Single Family,Single Family,25 - Other,MULTI-PARCEL SALE 11 UNITS,INDUSTRIAL LAND,POINT (-72.72318 41.70357)
140252,2014,06/02/2015,Waterford,64 SCOTCH CAP RD #142,134820.0,226000.0,0.596548673,Condo,Condo,25 - Other,MULTI-PARCEL SALE 11 UNITS,INDUSTRIAL LAND,POINT (-72.72318 41.70357)
130047,2013,06/27/2014,Columbia,5 COLLINS RD,123400.0,162500.0,0.759384615,Single Family,Single Family,25 - Other,Estate Sale - Willed to for certain amt 16B/076,INDUSTRIAL LAND,POINT (-72.72318 41.70357)
20572,2020,08/18/2021,Darien,12 HILLCREST AVE,680820.0,1000000.0,0.6808,Residential,Single Family,25 - Other,Estate Sale - Willed to for certain amt 16B/076,INDUSTRIAL LAND,POINT (-73.5073 41.0796)
110030,2011,10/11/2011,Bridgeport,940-942 KOSSUTH ST,156590.0,89000.0,1.759438202,Two Family,Two Family,25 - Other,DISTRESS SALE,INDUSTRIAL LAND,POINT (-73.5073 41.0796)
1900168,2019,05/22/2020,Ansonia,19 COLUMBIA ST,95900.0,112000.0,0.8563,Single Family,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-73.0758 41.33276)
60471,2006,04/02/2007,Fairfield,153 COLLEGE PL,481670.0,900000.0,0.535188889,Condo,Condo,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-73.24504 41.12939)
2100234,2021,06/06/2022,Madison,97 RIDGE RD,203300.0,461000.0,0.4409,Residential,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
30221,2003,06/01/2004,Madison,487 DURHAM RD,137500.0,265000.0,0.518867925,Residential,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
50874,2005,02/06/2006,Stamford,35 W BROAD ST 217,70420.0,375596.0,0.187488685,Residential,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
170029,2017,12/12/2017,Weston,82 LORDS HIGHWAY,595300.0,741000.0,0.803373819,Single Family,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
100044,2010,11/10/2010,Enfield,35 FAIRVIEW AVE,163310.0,230000.0,0.710043478,Three Family,Three Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
80141,2008,03/18/2009,New Milford,15 MILLSTONE RDG RD,254590.0,340000.0,0.748794118,Single Family,Single Family,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
190031,2019,10/11/2019,Trumbull,14 WINDING WAY,470820.0,665000.0,0.708,Condo,Condo,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
40335,2004,08/26/2005,Old Saybrook,174 NEHANTIC TRL,535600.0,550000.0,0.973818182,Condo,Condo,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
30471,2003,05/07/2004,Fairfield,197 HILLBROOK LN,458150.0,865000.0,0.529653179,Condo,Condo,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
20020,2002,10/07/2002,Greenwich,21 EDGEWATER DR,462490.0,1032000.0,0.448149225,Condo,Condo,07 - Change in Property,DISTRESS SALE,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-72.611424985 41.297838991)
21410,2021,05/27/2022,Newtown,17 & 19 OX HILL ROAD,267036.0,650000.0,0.4108,Residential,Single Family,25 - Other,MULTI PARCELS,PER MLS RENOVATIONS IN PROGRESS - INCOMPLETE,POINT (-73.316022015 41.361859004)
220355,2022,02/27/2023,Torrington,312 HILLSIDE AVE,80600.0,245000.0,0.329,Residential,Single Family,07 - Change in Property,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.110003971 41.800464006)
170291,2017,03/02/2018,Norwich,79 DIVISION ST,100100.0,79000.0,1.267,Single Family,Single Family,14 - Foreclosure,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.110003971 41.800464006)
50236,2005,05/23/2006,Berlin,106 WINCHELL DR,111700.0,235000.0,0.475319149,Single Family,Single Family,14 - Foreclosure,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.110003971 41.800464006)
70779,2007,08/29/2008,Greenwich,28 RIPPOWAM RD #A,391160.0,615000.0,0.63603252,Condo,Condo,14 - Foreclosure,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.110003971 41.800464006)
181643,2018,05/13/2019,Waterbury,18 COLLINS ST,94280.0,110000.0,0.857090909,Single Family,Single Family,14 - Foreclosure,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.04051 41.57564)
20752,2002,08/13/2003,Norwich,146 ST REGIS AVE,2800.0,45000.0,0.062222222,Single Family,Single Family,25.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.05974 41.54944)
30044,2003,01/30/2004,Durham,433R POWDER HL RD,229530.0,529000.0,0.43389414,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.73097 41.48501)
90101,2009,09/14/2010,Essex,10 WINDSOR LANE,233900.0,334100.0,0.700089793,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.42693 41.34562)
160098,2016,02/28/2017,Old Saybrook,3 TUDOR COURT WEST,167500.0,275000.0,0.609090909,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.42693 41.34562)
140122,2014,11/03/2014,Norwalk,26 LLOYD RD,275240.0,375000.0,0.733973333,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.42693 41.34562)
1500737,2015,05/24/2016,Suffield,49 SUSAN DR,163450.0,260000.0,0.628653846,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.6432 41.96144)
190821,2019,07/07/2020,Fairfield,1085 MERRITT STREET,231000.0,375000.0,0.616,Single Family,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.2261 41.20287)
220280,2022,09/14/2023,Brookfield,181 CANDLEWOOD LAKE RD,239430.0,470000.0,0.5094,Residential,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.421463004 41.463673018)
40351,2004,05/09/2005,Southbury,671 C HERITAGE VLG,98600.0,177000.0,0.557062147,Residential,Single Family,7.0,MULTI PARCELS,RENOVATED PER MLS,POINT (-73.22526 41.49008)
70292,2007,04/02/2008,Groton,128 MERIDIAN ST #214,137410.0,210000.0,0.654333333,Condo,Condo,07 - Change in Property,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.07567 41.35713)
182003,2018,09/30/2019,Bridgeport,175 BEVERLY DR,202160.0,310000.0,0.6521,Single Family,Single Family,07 - Change in Property,MULTI PARCELS,RENOVATED PER MLS,POINT (-72.07567 41.35713)
2000920,2020,02/01/2021,Stamford,61 SEAVIEW AVENUE #41,262810.0,347000.0,0.7573,Residential,Condo,07 - Change in Property,TRUSTEE'S DEED,RENOVATED PER MLS,POINT (-72.07567 41.35713)
15152,2015,12/02/2015,Hartford,27 JULIUS ST,43033.0,50000.0,0.86066,Single Family,Single Family,25 - Other,Motivated Seller Below market,RENOVATED PER MLS,POINT (-72.07567 41.35713)
10176,2001,01/16/2002,Windsor,91 STAGE COACH RD,130410.0,257000.0,0.507431907,Single Family,Single Family,25 - Other,Motivated Seller Below market,RENOVATED PER MLS,POINT (-72.07567 41.35713)
60455,2006,03/02/2007,Hamden,55 BOOTH TER,196000.0,335000.0,0.585074627,Single Family,Single Family,25 - Other,Motivated Seller Below market,RENOVATED PER MLS,POINT (-72.07567 41.35713)
170756,2017,07/27/2018,Manchester,218 MOUNTAIN ROAD,139400.0,244000.0,0.5713,Single Family,Single Family,25 - Other,Motivated Seller Below market,RENOVATED PER MLS,POINT (-72.07567 41.35713)
210210,2021,07/05/2022,Coventry,126 BABCOCK HILL RD,171900.0,380000.0,0.4523,Residential,Single Family,25 - Other,Motivated Seller Below market,RENOVATED PER MLS,POINT (-72.261125926 41.725724568)
220072,2022,04/18/2023,Portland,22 RUSSELL AVE,122710.0,205000.0,0.5985,Residential,Single Family,25 - Other,037-0048,RENOVATED PER MLS,POINT (-72.639473012 41.580420985)
60003,2006,10/02/2006,New Hartford,STONEGATE RD,180460.0,900000.0,0.200511111,Residential,Single Family,06 - Portion of Property,037-0048,RENOVATED PER MLS,POINT (-72.639473012 41.580420985)
2200003,2022,10/05/2022,Plymouth,197 SCHROBACK ROAD,42000.0,16000.0,2.625,Vacant Land,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.043606977 41.697476987)
12271,2012,06/24/2013,West Haven,257 WEST WALK,83650.0,100000.0,0.8365,Condo,Condo,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.043606977 41.697476987)
200091,2020,11/24/2020,Cheshire,197 LANYON DR,274830.0,447200.0,0.6145,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.043606977 41.697476987)
40299,2004,05/13/2005,Cheshire,211 SHARON DR,239550.0,434900.0,0.55081628,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.043606977 41.697476987)
10700,2001,09/16/2002,Farmington,35 CROSSWOOD RD,172210.0,389000.0,0.442699229,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.043606977 41.697476987)
52343,2005,06/05/2006,Bridgeport,302 6 MADISON AVE,154210.0,439000.0,0.351275626,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-73.19818 41.18766)
30196,2003,12/31/2003,Groton,21 W ELDERKIN AVE,57680.0,114500.0,0.503755459,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.07435 41.34438)
22009,2022,04/13/2023,Chaplin,258 PHOENIXVILLE RD,135500.0,292000.0,0.464,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.127433024 41.785502979)
31337,2003,09/29/2004,Stratford,155 BARTON DR,139820.0,360000.0,0.388388889,Residential,Single Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.127433024 41.785502979)
200428,2020,02/04/2021,New Haven,19 HARDING PL,111230.0,200000.0,0.5561,Residential,Three Family,01 - Family,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.93611 41.32754)
180236,2018,12/10/2018,Stratford,103 BREAKERS LN,179270.0,200000.0,0.89635,Condo,Condo,14 - Foreclosure,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.93611 41.32754)
70106,2007,01/24/2008,Cheshire,745 SO. MAIN ST.,91270.0,210000.0,0.434619048,Condo,Condo,14 - Foreclosure,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.93611 41.32754)
160163,2016,09/08/2017,Prospect,121 SYCAMORE DR,226830.0,339000.0,0.669115044,Condo,Condo,14 - Foreclosure,GIFT OF EQUITY CORRECTING DEED,RENOVATED PER MLS,POINT (-72.9732 41.52397)
90160,2009,11/12/2009,Waterbury,144 PROSPECT ST,165110.0,100000.0,1.6511,Condo,Condo,25 - Other,BELOW MARKET,RENOVATED PER MLS,POINT (-72.9732 41.52397)
40704,2004,03/17/2005,Meriden,23 EAGLE CT,75740.0,183000.0,0.413879781,Condo,Condo,25 - Other,BELOW MARKET,RENOVATED PER MLS,POINT (-72.9732 41.52397)
160017,2016,10/18/2016,Rocky Hill,R002 ELM STREET EXTENSION,245700.0,460000.0,0.534130435,Condo,Condo,25 - Other,BELOW MARKET,RENOVATED PER MLS,POINT (-72.9732 41.52397)
20091,2002,11/07/2002,Groton,18 OCEANVIEW AVE,149170.0,200000.0,0.74585,Condo,Condo,1.0,BELOW MARKET,RENOVATED PER MLS,POINT (-72.9732 41.52397)
130118,2013,04/21/2014,East Hampton,59 ROYAL OAKS AVE,144224.0,167000.0,0.863616766,Single Family,Single Family,25 - Other,AFFORDABLE HOUSING,RENOVATED PER MLS,POINT (-72.9732 41.52397)
50341,2005,11/17/2005,Stamford,88 WINDING BRK LN,385770.0,1246000.0,0.309606742,Single Family,Single Family,25 - Other,AFFORDABLE HOUSING,RENOVATED PER MLS,POINT (-72.9732 41.52397)
210298,2021,03/01/2022,Windsor,42 ROOD AVE,100170.0,193500.0,0.5176,Residential,Single Family,25 - Other,AFFORDABLE HOUSING,RENOVATED PER MLS,POINT (-72.657633998 41.829706999)
181029,2018,09/24/2019,New Haven,333 GREENWICH AV,95270.0,159000.0,0.5991,Single Family,Single Family,25 - Other,AFFORDABLE HOUSING,RENOVATED PER MLS,POINT (-72.657633998 41.829706999)
160011,2016,10/21/2016,Preston,219 ROUTE 164,218400.0,317000.0,0.688958991,Single Family,Single Family,25 - Other,219 ROUTE 164,RENOVATED PER MLS,POINT (-72.657633998 41.829706999)
16006,2016,10/14/2016,Durham,377 STAGECOACH RD,166180.0,220000.0,0.755363636,Single Family,Single Family,25 - Other,219 ROUTE 164,RENOVATED PER MLS,POINT (-72.657633998 41.829706999)
21119,2021,12/27/2021,Bethel,41 DURANT AVENUE,1457260.0,1610000.0,0.9051,Commercial,Single Family,25 - Other,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
180223,2018,12/11/2018,Manchester,18 CORNELL STREET,101500.0,135000.0,0.7518,Single Family,Single Family,25 - Other,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
160094,2016,12/13/2016,Naugatuck,282 FIELD ST,154900.0,239000.0,0.648117155,Single Family,Single Family,25 - Other,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
60078,2006,08/09/2007,Sherman,6 PONDVIEW LANE,945350.0,1075000.0,0.879395349,Single Family,Single Family,03 - Inter Corporation,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
40298,2004,11/23/2004,Danbury,14 SOUTH ST 25,151900.0,276500.0,0.549367089,Single Family,Single Family,03 - Inter Corporation,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
90046,2009,12/01/2009,Ellington,5 FARMSTEAD LN,135620.0,165000.0,0.821939394,Single Family,Single Family,03 - Inter Corporation,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
20273,2002,05/05/2003,Bloomfield,8 PROSPECT ST,68610.0,156000.0,0.439807692,Single Family,Single Family,03 - Inter Corporation,219 ROUTE 164,RENOVATED PER MLS,POINT (-73.418868973 41.379314988)
180002,2018,10/02/2018,Beacon Falls,82 LAURIE LANE,163870.0,88500.0,1.8516,Single Family,Single Family,08 - Part Interest,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.08727 41.41298)
50158,2005,03/31/2006,Suffield,1094 MAPLETON AVE,142870.0,255000.0,0.56027451,Single Family,Single Family,08 - Part Interest,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.08727 41.41298)
18393,2018,08/15/2019,Ridgefield,22 ABBOTT AVE,246360.0,406500.0,0.606,Single Family,Single Family,08 - Part Interest,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.08727 41.41298)
110274,2011,08/14/2012,Avon,11 GUERNSEY LANE,306190.0,256000.0,1.196054688,Single Family,Single Family,14 - Foreclosure,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.08727 41.41298)
20828,2002,08/22/2003,Shelton,92 KINGS HWY LT 5,34580.0,150000.0,0.230533333,Single Family,Single Family,14 - Foreclosure,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.08727 41.41298)
30223,2003,12/04/2003,Greenwich,5 WATERFALL LN,342790.0,657500.0,0.521353612,Single Family,Single Family,14 - Foreclosure,SALE PART INTEREST BETWEEN FAMILY,RENOVATED PER MLS,POINT (-73.58652 41.05463)
220095,2022,11/30/2022,East Hartford,23 BROOKFIELD DR,166370.0,229000.0,0.7265,Residential,Single Family,25 - Other,ESTATE,RENOVATED PER MLS,POINT (-72.593737996 41.740827016)
16000050,2016,01/17/2017,Granby,15 WINDMILL DR,100240.0,162500.0,0.616861538,Condo,Condo,25 - Other,ESTATE,RENOVATED PER MLS,POINT (-72.593737996 41.740827016)
200269,2020,08/26/2021,Windsor Locks,44 LESLIE STREET,133490.0,250000.0,0.5339,Residential,Single Family,25 - Other,ESTATE,RENOVATED PER MLS,POINT (-72.593737996 41.740827016)
160381,2016,02/14/2017,Danbury,8 LOWER LAKE RD,170400.0,202000.0,0.843564356,Single Family,Single Family,25 - Other,F10014,RENOVATED PER MLS,POINT (-72.593737996 41.740827016)
20836,2002,06/09/2003,West Hartford,22 BALLARD DR,122990.0,238000.0,0.516764706,Single Family,Single Family,25 - Other,F10014,RENOVATED PER MLS,POINT (-72.73555 41.77029)
210044,2021,03/16/2022,Goshen,161 NORTH STREET,145500.0,319000.0,0.4561,Residential,Single Family,25 - Other,F10014,RENOVATED PER MLS,POINT (-73.234227967 41.840985018)
130307,2013,12/11/2013,Bridgeport,562 WOODSIDE AVE,156840.0,175000.0,0.896228571,Single Family,Single Family,25 - Other,F10014,RENOVATED PER MLS,POINT (-73.234227967 41.840985018)
10536,2001,06/24/2002,Branford,14 BRYAN RD,102200.0,98000.0,1.042857143,Single Family,Single Family,8,F10014,RENOVATED PER MLS,POINT (-72.82027 41.27135)
160791,2016,06/22/2017,Stratford,201 CASTLE DR,213920.0,171000.0,1.250994152,Single Family,Single Family,11 - Court Order,FORCLOSURE SALE,RENOVATED PER MLS,POINT (-72.82027 41.27135)
120161,2012,05/24/2013,Rocky Hill,31D CARILLON DRIVE,89040.0,88000.0,1.011818182,Condo,Condo,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.64376 41.65475)
200032,2020,10/14/2020,East Lyme,49 WHITING FARMS LANE,204960.0,355000.0,0.5773,Residential,Condo,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.64376 41.65475)
150220,2015,05/02/2016,Simsbury,6 TALCOTT MOUNTAIN ROAD,289380.0,400000.0,0.72345,Single Family,Single Family,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.64376 41.65475)
110132,2011,01/30/2012,West Haven,239 WEST WALK,177800.0,225000.0,0.790222222,Condo,Condo,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.9463 41.2584)
60897,2006,07/25/2007,Stratford,450 MAPLE OAK DR,4191390.0,649732.0,6.450952085,Condo,Condo,06 - Portion of Property,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.9463 41.2584)
120274,2012,08/29/2013,Killingly,18 SOAP ST,115430.0,60000.0,1.923833333,Condo,Condo,01 - Family,SALE OF FORCLOSED PROPERTY,RENOVATED PER MLS,POINT (-72.9463 41.2584)
18000080,2018,04/10/2019,Granby,34 ZIMMER RD,126840.0,139000.0,0.9125,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.9463 41.2584)
100051,2010,03/28/2011,Putnam,65 PERRY STREET UNIT 110,104700.0,100000.0,1.047,Condo,Condo,01 - Family,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.9463 41.2584)
42308,2004,09/20/2005,New Haven,37 TRUMAN ST,79590.0,180000.0,0.442166667,Condo,Condo,01 - Family,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.9463 41.2584)
10886,2001,06/07/2002,Milford,8 PEARL HL ST,77560.0,88500.0,0.876384181,Condo,Condo,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.065 41.20134)
30472,2003,07/26/2004,Killingly,60 RIVER RD,20030.0,35000.0,0.572285714,Condo,Condo,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.065 41.20134)
10143,2010,08/10/2011,Montville,45 OAK HILL RD,149380.0,210000.0,0.711333333,Single Family,Single Family,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.065 41.20134)
120004,2012,10/09/2012,East Granby,61 WYNDING HILLS RD,165300.0,220000.0,0.751363636,Single Family,Single Family,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.065 41.20134)
130142,2013,06/03/2014,Cromwell,12 CIDER HILL DRIVE,288580.0,426000.0,0.67741784,Single Family,Single Family,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.68025 41.61153)
42585,2004,08/02/2005,Stamford,327 WEST AVE,1072050.0,1500000.0,0.7147,Single Family,Single Family,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.68025 41.61153)
70357,2007,05/21/2008,Wallingford,380-19 MAIN ST,119910.0,195000.0,0.614923077,Condo,Condo,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-72.68025 41.61153)
130726,2013,07/01/2014,Greenwich,15 MILTIADES AVE,1035020.0,1767500.0,0.585584158,Single Family,Single Family,25,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.58987 41.03084)
40514,2004,03/22/2005,West Haven,4 OCALA ST,99540.0,186000.0,0.53516129,Single Family,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.58987 41.03084)
20172,2020,05/10/2021,Thompson,1387 THOMPSON RD,295700.0,475000.0,0.6225,Commercial,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-71.84484 42.02289)
11763,2001,06/28/2002,Stamford,60 CRANE RD N,180950.0,435000.0,0.415977011,Commercial,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-71.84484 42.02289)
220160,2022,12/06/2022,Greenwich,1465 EAST PUTNAM AVENUE #326,362320.0,605000.0,0.5988,Residential,Condo,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.57007398 41.047452013)
50372,2005,12/30/2005,New Britain,124-126 BIRUTA ST 2002I,11970.0,25000.0,0.4788,Residential,Condo,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.57007398 41.047452013)
40534,2004,08/03/2005,Vernon,565 TALCOTTVILLE RD 3B1,26500.0,80000.0,0.33125,Residential,Condo,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.57007398 41.047452013)
140169,2014,03/20/2015,Waterford,310 BOSTON POST RD #134,105900.0,165000.0,0.641818182,Condo,Condo,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.57007398 41.047452013)
60150,2006,03/21/2007,Winchester,62 OVERLOOK RD,67970.0,165000.0,0.411939394,Single Family,Single Family,14,FORECLOSURE SALE,RENOVATED PER MLS,POINT (-73.57007398 41.047452013)
